Kolapa,Kolapa C,M (Red dwarf) Star,false,M8
Teledolyaqa,Teledolyaqa,K (Yellow-Orange) Star,true,K3
HIP 33802,HIP 33802 A,F (White) Star,true,F1
HIP 33802,HIP 33802 B,K (Yellow-Orange) Star,false,K4
Kaleni,Kaleni,K (Yellow-Orange) Star,true,K8
HIP 82844,HIP 82844 A,K (Yellow-Orange) Star,true,K3
HIP 82844,HIP 82844 B,M (Red dwarf) Star,false,M7
Redoneangi,Redoneangi A,K (Yellow-Orange) Star,true,K1
Redoneangi,Redoneangi B,M (Red dwarf) Star,false,M4
Hsua Bumi,Hsua Bumi,M (Red dwarf) Star,true,M4
Dhodia,Dhodia,K (Yellow-Orange) Star,true,K0
Col 285 Sector TZ-O c6-23,Col 285 Sector TZ-O c6-23,K (Yellow-Orange) Star,true,K2
Pokoto,Pokoto A,G (White-Yellow) Star,true,G1
Pokoto,Pokoto B,M (Red dwarf) Star,false,M6
Pokoto,Pokoto C,K (Yellow-Orange) Star,false,K7
Chukun,Chukun,F (White) Star,true,F6
Natera,Natera,M (Red dwarf) Star,true,M7
Mundumnonne,Mundumnonne A,M (Red dwarf) Star,true,M2
Mundumnonne,Mundumnonne B,M (Red dwarf) Star,false,M9
Yakawana,Yakawana A,K (Yellow-Orange) Star,true,K4
Yakawana,Yakawana B,M (Red dwarf) Star,false,M8
Yakawana,Yakawana C,K (Yellow-Orange) Star,false,K9
Col 285 Sector QJ-P c6-18,Col 285 Sector QJ-P c6-18 A,K (Yellow-Orange) Star,true,K4
Col 285 Sector QJ-P c6-18,Col 285 Sector QJ-P c6-18 ABC 1,Y (Brown dwarf) Star,false,Y4
Col 285 Sector QJ-P c6-18,Col 285 Sector QJ-P c6-18 B,M (Red dwarf) Star,false,M6
Col 285 Sector QJ-P c6-18,Col 285 Sector QJ-P c6-18 C,K (Yellow-Orange) Star,false,K0
Col 285 Sector QJ-P c6-18,Col 285 Sector QJ-P c6-18 D,L (Brown dwarf) Star,false,L2
HIP 94126,HIP 94126,F (White) Star,true,F8
Almana,Almana,K (Yellow-Orange) Star,true,K1
Varli,Varli A,M (Red dwarf) Star,true,M5
Varli,Varli B,L (Brown dwarf) Star,false,L0
Col 285 Sector UZ-O c6-10,Col 285 Sector UZ-O c6-10 A,K (Yellow-Orange) Star,true,K9
Col 285 Sector UZ-O c6-10,Col 285 Sector UZ-O c6-10 B,M (Red dwarf) Star,false,M8
Col 285 Sector UZ-O c6-10,Col 285 Sector UZ-O c6-10 C,M (Red dwarf) Star,false,M1
Akuni,Akuni A,M (Red dwarf) Star,true,M6
Akuni,Akuni B,L (Brown dwarf) Star,false,L8
Sentec,Sentec,T Tauri Star,true,TTS5
HIP 79981,HIP 79981,F (White) Star,true,F4
HIP 79981,HIP 79981 1,Y (Brown dwarf) Star,false,Y2
Carunda,Carunda A,M (Red dwarf) Star,true,M6
Carunda,Carunda B,L (Brown dwarf) Star,false,L9
HIP 112400,HIP 112400,K (Yellow-Orange) Star,true,K8
Arietis Sector JR-W c1-20,Arietis Sector JR-W c1-20,K (Yellow-Orange) Star,true,K1
Kanooks,Kanooks A,K (Yellow-Orange) Star,true,K2
Kanooks,Kanooks B,M (Red dwarf) Star,false,M4
Kanooks,Kanooks C,L (Brown dwarf) Star,false,L9
Bamarakw,Bamarakw A,F (White) Star,true,F9
Bamarakw,Bamarakw B,K (Yellow-Orange) Star,false,K4
Bamarakw,Bamarakw C,M (Red dwarf) Star,false,M4
HR 5492,HR 5492,F (White) Star,true,F0
HR 5492,HR 5492 4,Y (Brown dwarf) Star,false,Y5
Neb Djen,Neb Djen A,M (Red dwarf) Star,true,M3
Neb Djen,Neb Djen B,L (Brown dwarf) Star,false,L2
Neb Djen,Neb Djen C,M (Red dwarf) Star,false,M6
Chong Dungu,Chong Dungu,M (Red dwarf) Star,true,M6
Ambivas,Ambivas,M (Red dwarf) Star,true,M0
Njangari,Njangari A,M (Red dwarf) Star,true,M4
Njangari,Njangari B,L (Brown dwarf) Star,false,L4
Njangari,Njangari C,L (Brown dwarf) Star,false,L9
Iksvatan,Iksvatan A,M (Red dwarf) Star,true,M2
Iksvatan,Iksvatan B,L (Brown dwarf) Star,false,L3
Iksvatan,Iksvatan C,L (Brown dwarf) Star,false,L0
HIP 48961,HIP 48961 A,G (White-Yellow) Star,true,G2
HIP 48961,HIP 48961 AB 2,Y (Brown dwarf) Star,false,Y4
HIP 48961,HIP 48961 AB 3,Y (Brown dwarf) Star,false,Y4
HIP 48961,HIP 48961 B,M (Red dwarf) Star,false,M6
Itzamnets,Itzamnets A,M (Red dwarf) Star,true,M2
Itzamnets,Itzamnets B,L (Brown dwarf) Star,false,L0
Kunbuluan,Kunbuluan,M (Red dwarf) Star,true,M5
HIP 29312,HIP 29312,M (Red dwarf) Star,true,M6
Nu Guang,Nu Guang A,M (Red dwarf) Star,true,M3
Nu Guang,Nu Guang B,L (Brown dwarf) Star,false,L4
Nu Guang,Nu Guang C,L (Brown dwarf) Star,false,L4
Heru,Heru A,T Tauri Star,true,TTS4
Heru,Heru B,T Tauri Star,false,TTS7
HIP 116710,HIP 116710 A,G (White-Yellow) Star,true,G
HIP 116710,HIP 116710 B,K (Yellow-Orange) Star,false,K5
HIP 107314,HIP 107314,K (Yellow-Orange) Star,true,K2
Maranganji,Maranganji A,M (Red dwarf) Star,true,M5
Maranganji,Maranganji B,L (Brown dwarf) Star,false,L4
Maranganji,Maranganji C,T (Brown dwarf) Star,false,T5
LHS 3067,LHS 3067,K (Yellow-Orange giant) Star,true,K8
Boann,Boann,G (White-Yellow) Star,true,G8
Ipete,Ipete,M (Red dwarf) Star,true,M3
We Jenu,We Jenu,K (Yellow-Orange) Star,true,K1
Akuntsu,Akuntsu A,M (Red dwarf) Star,true,M8
Akuntsu,Akuntsu B,T (Brown dwarf) Star,false,T0
HIP 49248,HIP 49248 A,K (Yellow-Orange) Star,true,K6
HIP 49248,HIP 49248 B,M (Red dwarf) Star,false,M5
Taritra,Taritra A,M (Red dwarf) Star,true,M6
Taritra,Taritra B,L (Brown dwarf) Star,false,L9
Kao Guojiu,Kao Guojiu,K (Yellow-Orange) Star,true,K4
Yaghan,Yaghan A,M (Red dwarf) Star,true,M3
Yaghan,Yaghan B,L (Brown dwarf) Star,false,L2
HIP 110339,HIP 110339 A,F (White) Star,true,F4
HIP 110339,HIP 110339 B,M (Red dwarf) Star,false,M0
HIP 110339,HIP 110339 C,M (Red dwarf) Star,false,M8
HIP 110339,HIP 110339 D,K (Yellow-Orange) Star,false,K6
Wiyomisii,Wiyomisii,M (Red dwarf) Star,true,M0
LTT 8584,LTT 8584,K (Yellow-Orange) Star,true,K4
36 Cygni,36 Cygni,A (Blue-White) Star,true,A0
Isitani,Isitani A,M (Red dwarf) Star,true,M2
Isitani,Isitani B,M (Red dwarf) Star,false,M9
Shoribelu,Shoribelu,F (White) Star,true,F4
Shoribelu,Shoribelu 9,Y (Brown dwarf) Star,false,Y5
Lyncis Sector JR-W c1-13,Lyncis Sector JR-W c1-13,K (Yellow-Orange) Star,true,K8
Masai,Masai,K (Yellow-Orange) Star,true,K9
Arietis Sector DQ-Y c16,Arietis Sector DQ-Y c16 A,M (Red dwarf) Star,true,M0
Arietis Sector DQ-Y c16,Arietis Sector DQ-Y c16 B,L (Brown dwarf) Star,false,L5
Arietis Sector DQ-Y c16,Arietis Sector DQ-Y c16 C,M (Red dwarf) Star,false,M6
Arietis Sector DQ-Y c16,Arietis Sector DQ-Y c16 D,L (Brown dwarf) Star,false,L5
HIP 13269,HIP 13269,F (White) Star,true,F3
Wo 9251 B,Wo 9251 B A,K (Yellow-Orange) Star,true,K9
Wo 9251 B,Wo 9251 B B,M (Red dwarf) Star,false,M7
Wo 9251 B,Wo 9251 B C,L (Brown dwarf) Star,false,L6
Rajgongga,Rajgongga A,K (Yellow-Orange) Star,true,K7
Rajgongga,Rajgongga B,K (Yellow-Orange) Star,false,K9
Evnicoano,Evnicoano,M (Red dwarf) Star,true,M4
Punus,Punus A,K (Yellow-Orange) Star,true,K9
Punus,Punus B,M (Red dwarf) Star,false,M5
Punus,Punus C,M (Red dwarf) Star,false,M8
Punus,Punus D,T (Brown dwarf) Star,false,T3
HIP 12921,HIP 12921 A,G (White-Yellow) Star,true,G
HIP 12921,HIP 12921 B,M (Red dwarf) Star,false,M4
Fugen Shi,Fugen Shi A,K (Yellow-Orange) Star,true,K8
Fugen Shi,Fugen Shi B,M (Red dwarf) Star,false,M9
Fugen Shi,Fugen Shi C,T (Brown dwarf) Star,false,T2
Belisama,Belisama A,M (Red dwarf) Star,true,M4
Belisama,Belisama B,M (Red dwarf) Star,false,M5
Belisama,Belisama C,M (Red dwarf) Star,false,M9
Belisama,Belisama D,T (Brown dwarf) Star,false,T0
Lethe,Lethe,K (Yellow-Orange) Star,true,K1
Bered,Bered A,K (Yellow-Orange giant) Star,true,K6
Bered,Bered B,M (Red dwarf) Star,false,M6
Bered,Bered C,L (Brown dwarf) Star,false,L9
Col 285 Sector FG-N c7-32,Col 285 Sector FG-N c7-32,K (Yellow-Orange) Star,true,K7
Matiku,Matiku A,M (Red dwarf) Star,true,M8
Matiku,Matiku B,L (Brown dwarf) Star,false,L2
Matiku,Matiku C,T (Brown dwarf) Star,false,T5
Carum,Carum A,K (Yellow-Orange) Star,true,K4
Carum,Carum B,M (Red dwarf) Star,false,M4
Txamsem,Txamsem,M (Red dwarf) Star,true,M0
HIP 74948,HIP 74948,F (White) Star,true,F3
HIP 74948,HIP 74948 4,Y (Brown dwarf) Star,false,Y4
Mulac,Mulac A,M (Red dwarf) Star,true,M1
Mulac,Mulac B,M (Red dwarf) Star,false,M6
Merungas,Merungas,K (Yellow-Orange) Star,true,K9
Kaupatak,Kaupatak A,K (Yellow-Orange) Star,true,K3
Kaupatak,Kaupatak B,M (Red dwarf) Star,false,M8
Kaupatak,Kaupatak C,L (Brown dwarf) Star,false,L5
Svandi,Svandi A,M (Red dwarf) Star,true,M6
Svandi,Svandi B,M (Red dwarf) Star,false,M9
Svandi,Svandi C,T (Brown dwarf) Star,false,T0
Svandi,Svandi D,L (Brown dwarf) Star,false,L7
Bakuari,Bakuari A,M (Red dwarf) Star,true,M1
Bakuari,Bakuari B,T (Brown dwarf) Star,false,T0
Moram,Moram,M (Red dwarf) Star,true,M5
Tujil,Tujil A,K (Yellow-Orange) Star,true,K2
Tujil,Tujil B,M (Red dwarf) Star,false,M6
Tujil,Tujil C,M (Red dwarf) Star,false,M6
Reieni,Reieni,K (Yellow-Orange) Star,true,K8
HIP 6161,HIP 6161 A,G (White-Yellow) Star,true,G8
HIP 6161,HIP 6161 B,M (Red dwarf) Star,false,M4
HIP 6161,HIP 6161 C,M (Red dwarf) Star,false,M2
Hunzi,Hunzi A,K (Yellow-Orange) Star,true,K7
Hunzi,Hunzi B,M (Red dwarf) Star,false,M7
Yu Tikua,Yu Tikua,M (Red dwarf) Star,true,M1
Dread,Dread,G (White-Yellow) Star,true,G6
Gliese 3318,Gliese 3318,M (Red dwarf) Star,true,M
Recuayala,Recuayala,M (Red dwarf) Star,true,M5
Tau Sagittarii,Tau Sagittarii A,K (Yellow-Orange giant) Star,true,K6
Tau Sagittarii,Tau Sagittarii B,M (Red dwarf) Star,false,M4
Anototo,Anototo A,K (Yellow-Orange) Star,true,K4
Anototo,Anototo B,M (Red dwarf) Star,false,M6
Chnoumis,Chnoumis,M (Red dwarf) Star,true,M7
Sibiljada,Sibiljada A,M (Red dwarf) Star,true,M0
Sibiljada,Sibiljada B,M (Red dwarf) Star,false,M6
Sibiljada,Sibiljada C,M (Red dwarf) Star,false,M9
Cenufo,Cenufo A,L (Brown dwarf) Star,true,L1
Cenufo,Cenufo B,T (Brown dwarf) Star,false,T1
Harihas,Harihas A,M (Red dwarf) Star,true,M3
Harihas,Harihas B,M (Red dwarf) Star,false,M5
239 G. Aquarii,239 G. Aquarii A,K (Yellow-Orange giant) Star,true,K7
239 G. Aquarii,239 G. Aquarii B,M (Red dwarf) Star,false,M6
Yamasan,Yamasan,M (Red dwarf) Star,true,M2
BD-02 5286,BD-02 5286,F (White) Star,true,F7
BD-02 5286,BD-02 5286 8,Y (Brown dwarf) Star,false,Y4
Aleuta,Aleuta,K (Yellow-Orange) Star,true,K1
HIP 57589,HIP 57589,K (Yellow-Orange) Star,true,K9
Antliae Sector CL-Y d89,Antliae Sector CL-Y d89 A,F (White) Star,true,F7
Antliae Sector CL-Y d89,Antliae Sector CL-Y d89 B,K (Yellow-Orange) Star,false,K9
Antliae Sector CL-Y d89,Antliae Sector CL-Y d89 C,M (Red dwarf) Star,false,M8
HIP 57402,HIP 57402 A,G (White-Yellow) Star,true,G3
HIP 57402,HIP 57402 B,M (Red dwarf) Star,false,M4
Tamatz,Tamatz A,M (Red dwarf) Star,true,M6
Tamatz,Tamatz B,M (Red dwarf) Star,false,M9
HIP 59077,HIP 59077 A,G (White-Yellow) Star,true,G
HIP 59077,HIP 59077 B,M (Red dwarf) Star,false,M3
Feng Tu,Feng Tu,M (Red dwarf) Star,true,M1
Karakasis,Karakasis A,K (Yellow-Orange) Star,true,K3
Karakasis,Karakasis B,K (Yellow-Orange) Star,false,K5
HIP 118079,HIP 118079 A,G (White-Yellow) Star,true,G
HIP 118079,HIP 118079 B,K (Yellow-Orange) Star,false,K7
HIP 118079,HIP 118079 C,M (Red dwarf) Star,false,M5
HIP 10346,HIP 10346 A,G (White-Yellow) Star,true,G1
HIP 10346,HIP 10346 B,K (Yellow-Orange) Star,false,K2
Laukates,Laukates A,K (Yellow-Orange) Star,true,K7
Laukates,Laukates B,M (Red dwarf) Star,false,M2
Laukates,Laukates C,K (Yellow-Orange) Star,false,K6
Karini,Karini A,M (Red dwarf) Star,true,M5
Karini,Karini B,M (Red dwarf) Star,false,M6
Lyncis Sector UZ-P b5-4,Lyncis Sector UZ-P b5-4,M (Red dwarf) Star,true,M2
LTT 18626,LTT 18626,M (Red dwarf) Star,true,M3
Lao Gobe,Lao Gobe,T (Brown dwarf) Star,true,T6
Luggerates,Luggerates A,M (Red dwarf) Star,true,M3
Luggerates,Luggerates B,L (Brown dwarf) Star,false,L4
Luggerates,Luggerates C,L (Brown dwarf) Star,false,L1
Luggerates,Luggerates D,T (Brown dwarf) Star,false,T0
Teushan,Teushan A,K (Yellow-Orange) Star,true,K1
Teushan,Teushan B,M (Red dwarf) Star,false,M6
61 Mu Orionis,61 Mu Orionis,A (Blue-White) Star,true,A
61 Mu Orionis,61 Mu Orionis 3,T (Brown dwarf) Star,false,T0
Austeja,Austeja,M (Red dwarf) Star,true,M3
Manissyet,Manissyet,F (White) Star,true,F8
Thotigudi,Thotigudi A,K (Yellow-Orange) Star,true,K9
Thotigudi,Thotigudi B,M (Red dwarf) Star,false,M7
Thotigudi,Thotigudi C,L (Brown dwarf) Star,false,L5
Kondon,Kondon,G (White-Yellow) Star,true,G9
Kondon,Kondon 1,Y (Brown dwarf) Star,false,Y5
Huruk,Huruk A,M (Red dwarf) Star,true,M2
Huruk,Huruk B,L (Brown dwarf) Star,false,L3
Huruk,Huruk C,L (Brown dwarf) Star,false,L3
Nicollos,Nicollos,M (Red dwarf) Star,true,M0
HIP 94326,HIP 94326,G (White-Yellow) Star,true,G9
Cowini,Cowini,M (Red dwarf) Star,true,M1
HR 1593,HR 1593,F (White) Star,true,F3
HR 1593,CCDM J05016+6105B,M (Red dwarf) Star,false,M6
Guan Tun,Guan Tun A,M (Red dwarf) Star,true,M4
Guan Tun,Guan Tun B,T (Brown dwarf) Star,false,T2
Guan Tun,Guan Tun C,M (Red dwarf) Star,false,M7
Guan Tun,Guan Tun D,T (Brown dwarf) Star,false,T1
Karbacoc,Karbacoc,G (White-Yellow) Star,true,G8
Col 285 Sector LO-G c11-15,Col 285 Sector LO-G c11-15,K (Yellow-Orange) Star,true,K4
LP 275-83,LP 275-83 A,K (Yellow-Orange) Star,true,K5
LP 275-83,LP 275-83 B,M (Red dwarf) Star,false,M8
Arkab Posterior,Arkab Posterior,F (White) Star,true,F0
Arkab Posterior,Arkab Posterior 2,Y (Brown dwarf) Star,false,Y3
Kurna,Kurna A,M (Red dwarf) Star,true,M6
Kurna,Kurna B,M (Red dwarf) Star,false,M6
Huai Hait,Huai Hait,K (Yellow-Orange) Star,true,K2
Huai Hait,Huai Hait 8,Y (Brown dwarf) Star,false,Y4
77 Kappa Geminorum,77 Kappa Geminorum,G (White-Yellow) Star,true,G
"T'iensei","T'iensei",M (Red dwarf) Star,true,M1
Kiripibo,Kiripibo A,L (Brown dwarf) Star,true,L4
Kiripibo,Kiripibo B,T (Brown dwarf) Star,false,T0
Babai,Babai,K (Yellow-Orange) Star,true,K8
Dechengh,Dechengh,F (White) Star,true,F5
Enekpengyi,Enekpengyi A,M (Red dwarf) Star,true,M4
Enekpengyi,Enekpengyi B,L (Brown dwarf) Star,false,L7
Enekpengyi,Enekpengyi C,T (Brown dwarf) Star,false,T8
Anuma,Anuma,M (Red dwarf) Star,true,M5
Smolyadaker,Smolyadaker A,G (White-Yellow) Star,true,G6
Smolyadaker,Smolyadaker B,K (Yellow-Orange) Star,false,K2
Arige,Arige A,M (Red dwarf) Star,true,M2
Arige,Arige B,M (Red dwarf) Star,false,M7
Cimicusha,Cimicusha,K (Yellow-Orange) Star,true,K3
Kenyamuna,Kenyamuna,M (Red dwarf) Star,true,M6
Buri,Buri A,M (Red dwarf) Star,true,M3
Buri,Buri B,M (Red dwarf) Star,false,M7
Buri,Buri C,L (Brown dwarf) Star,false,L7
Kartudjara,Kartudjara,M (Red dwarf) Star,true,M0
HIP 118213,HIP 118213,G (White-Yellow) Star,true,G7
HIP 118213,HIP 118213 8,Y (Brown dwarf) Star,false,Y4
Pardan,Pardan,K (Yellow-Orange) Star,true,K4
Amemasa,Amemasa,K (Yellow-Orange) Star,true,K3
Calili,Calili,K (Yellow-Orange) Star,true,K2
TaexaliTemu,TaexaliTemu,F (White) Star,true,F7
Brata,Brata,K (Yellow-Orange) Star,true,K2
Bangyani,Bangyani A,M (Red dwarf) Star,true,M3
Bangyani,Bangyani B,L (Brown dwarf) Star,false,L1
Bangyani,Bangyani C,M (Red dwarf) Star,false,M9
Edenses,Edenses A,M (Red dwarf) Star,true,M4
Edenses,Edenses B,M (Red dwarf) Star,false,M9
Hixkarines,Hixkarines A,M (Red dwarf) Star,true,M2
Hixkarines,Hixkarines B,T (Brown dwarf) Star,false,T3
Hixkarines,Hixkarines C,L (Brown dwarf) Star,false,L3
GCRV 2743,GCRV 2743 A,G (White-Yellow) Star,true,G8
GCRV 2743,GCRV 2743 B,M (Red dwarf) Star,false,M3
Basigi,Basigi A,M (Red dwarf) Star,true,M8
Basigi,Basigi B,L (Brown dwarf) Star,false,L3
HIP 7766,HIP 7766 A,K (Yellow-Orange) Star,true,K0
HIP 7766,HIP 7766 A 3,Y (Brown dwarf) Star,false,Y4
HIP 7766,HIP 7766 B,M (Red dwarf) Star,false,M9
HIP 7766,HIP 7766 C,T (Brown dwarf) Star,false,T1
Kongwa,Kongwa A,M (Red dwarf) Star,true,M3
Kongwa,Kongwa B,L (Brown dwarf) Star,false,L1
Gucumatassa,Gucumatassa,M (Red dwarf) Star,true,M5
Tsanla,Tsanla A,M (Red dwarf) Star,true,M5
Tsanla,Tsanla B,L (Brown dwarf) Star,false,L0
Abreda,Abreda A,K (Yellow-Orange) Star,true,K9
Abreda,Abreda B,M (Red dwarf) Star,false,M1
HIP 4934,HIP 4934,F (White) Star,true,F6
Rig Vegas,Rig Vegas A,M (Red dwarf) Star,true,M1
Rig Vegas,Rig Vegas B,M (Red dwarf) Star,false,M8
Paroja,Paroja A,K (Yellow-Orange) Star,true,K4
Paroja,Paroja B,M (Red dwarf) Star,false,M2
HIP 62349,HIP 62349,F (White) Star,true,F3
BD+10 5022,BD+10 5022 A,K (Yellow-Orange) Star,true,K3
BD+10 5022,BD+10 5022 B,M (Red dwarf) Star,false,M0
BD+10 5022,BD+10 5022 C,M (Red dwarf) Star,false,M5
91 Sigma-1 Tauri,91 Sigma-1 Tauri A,A (Blue-White) Star,true,A1
91 Sigma-1 Tauri,91 Sigma-1 Tauri B,G (White-Yellow) Star,false,G1
HIP 78864,HIP 78864 A,G (White-Yellow) Star,true,G3
HIP 78864,HIP 78864 B,K (Yellow-Orange) Star,false,K5
Ix Tun,Ix Tun,M (Red dwarf) Star,true,M2
HIP 63181,HIP 63181,K (Yellow-Orange) Star,true,K5
HIP 65775,HIP 65775,F (White) Star,true,F
HIP 65775,HIP 65775 1,Y (Brown dwarf) Star,false,Y5
Chayuse,Chayuse,F (White) Star,true,F0
Serishman,Serishman,M (Red dwarf) Star,true,M5
Enki,Enki,K (Yellow-Orange) Star,true,K4
Enki,Wo 9453 B,M (Red dwarf) Star,false,M8
Kupalites,Kupalites A,M (Red dwarf) Star,true,M1
Kupalites,Kupalites B,L (Brown dwarf) Star,false,L0
Mahau,Mahau A,K (Yellow-Orange) Star,true,K3
Mahau,Mahau B,M (Red dwarf) Star,false,M7
Onduwatya,Onduwatya,K (Yellow-Orange) Star,true,K7
HIP 116352,HIP 116352 A,G (White-Yellow) Star,true,G5
HIP 116352,HIP 116352 ABC 2,Y (Brown dwarf) Star,false,Y4
HIP 116352,HIP 116352 B,M (Red dwarf) Star,false,M0
HIP 116352,HIP 116352 C,L (Brown dwarf) Star,false,L4
Galonto,Galonto,M (Red dwarf) Star,true,M5
Jardama,Jardama,M (Red dwarf) Star,true,M9
Uodigi,Uodigi,M (Red dwarf) Star,true,M0
Yamuluntii,Yamuluntii,M (Red dwarf) Star,true,M7
Mambo,Mambo A,G (White-Yellow) Star,true,G8
Mambo,Mambo B,M (Red dwarf) Star,false,M5
HIP 1672,HIP 1672,G (White-Yellow) Star,true,G
HIP 1672,HIP 1672 2,Y (Brown dwarf) Star,false,Y3
Yarrinic,Yarrinic,M (Red dwarf) Star,true,M7
Hiranyaksha,Hiranyaksha A,M (Red dwarf) Star,true,M5
Hiranyaksha,Hiranyaksha B,L (Brown dwarf) Star,false,L3
Machaquiaba,Machaquiaba,G (White-Yellow) Star,true,G8
Machaquiaba,Machaquiaba 8,Y (Brown dwarf) Star,false,Y1
Regir,Regir,K (Yellow-Orange) Star,true,K2
Srnja,Srnja,M (Red dwarf) Star,true,M7
10 Serpentis,10 Serpentis A,A (Blue-White) Star,true,A5
10 Serpentis,10 Serpentis B,M (Red dwarf) Star,false,M1
10 Serpentis,10 Serpentis C,L (Brown dwarf) Star,false,L4
HIP 76280,HIP 76280,G (White-Yellow) Star,true,G3
Toma,Toma A,K (Yellow-Orange) Star,true,K5
Toma,Toma B,L (Brown dwarf) Star,false,L0
Toma,Toma C,M (Red dwarf) Star,false,M2
HIP 10834,HIP 10834 A,F (White) Star,true,F0
HIP 10834,HIP 10834 B,K (Yellow-Orange) Star,false,K2
HIP 69982,HIP 69982 A,G (White-Yellow) Star,true,G
HIP 69982,HIP 69982 B,K (Yellow-Orange) Star,false,K7
HIP 69982,HIP 69982 C,M (Red dwarf) Star,false,M8
Shapanidoog,Shapanidoog,K (Yellow-Orange) Star,true,K9
Roboldyanna,Roboldyanna A,M (Red dwarf) Star,true,M9
Roboldyanna,Roboldyanna B,T (Brown dwarf) Star,false,T1
HIP 94235,HIP 94235,G (White-Yellow) Star,true,G1
HIP 94235,HIP 94235 6,Y (Brown dwarf) Star,false,Y4
Panci,Panci,F (White) Star,true,F6
Khaithu,Khaithu A,M (Red dwarf) Star,true,M0
Khaithu,Khaithu B,M (Red dwarf) Star,false,M7
Fengthi,Fengthi,M (Red dwarf) Star,true,M3
Pechs,Pechs A,M (Red dwarf) Star,true,M8
Pechs,Pechs B,T (Brown dwarf) Star,false,T3
Pechs,Pechs C,L (Brown dwarf) Star,false,L5
Xi Wangda,Xi Wangda A,M (Red dwarf) Star,true,M2
Xi Wangda,Xi Wangda B,L (Brown dwarf) Star,false,L2
Col 285 Sector LX-T d3-74,Col 285 Sector LX-T d3-74 A,G (White-Yellow) Star,true,G2
Col 285 Sector LX-T d3-74,Col 285 Sector LX-T d3-74 B,K (Yellow-Orange) Star,false,K5
Boveltibes,Boveltibes,K (Yellow-Orange) Star,true,K3
HIP 95457,HIP 95457 A,F (White) Star,true,F6
HIP 95457,HIP 95457 B,G (White-Yellow) Star,false,G8
HIP 95457,HIP 95457 C,F (White) Star,false,F9
HIP 15266,HIP 15266,K (Yellow-Orange) Star,true,K3
Tsetsi,Tsetsi,M (Red dwarf) Star,true,M9
Wadjimburr,Wadjimburr,M (Red dwarf) Star,true,M1
HIP 72479,HIP 72479,K (Yellow-Orange) Star,true,K0
Asing Linga,Asing Linga,F (White) Star,true,F4
Col 285 Sector BC-K c9-6,Col 285 Sector BC-K c9-6 A,K (Yellow-Orange) Star,true,K2
Col 285 Sector BC-K c9-6,Col 285 Sector BC-K c9-6 B,K (Yellow-Orange) Star,false,K8
Col 285 Sector BC-K c9-6,Col 285 Sector BC-K c9-6 C,M (Red dwarf) Star,false,M8
Chiks,Chiks,M (Red dwarf) Star,true,M0
Ocassi,Ocassi A,M (Red dwarf) Star,true,M6
Ocassi,Ocassi B,M (Red dwarf) Star,false,M9
Li Nang Yi,Li Nang Yi A,L (Brown dwarf) Star,true,L1
Li Nang Yi,Li Nang Yi B,L (Brown dwarf) Star,false,L7
HIP 81650,HIP 81650,F (White) Star,true,F0
Washa,Washa,M (Red dwarf) Star,true,M2
Hengyang,Hengyang A,M (Red dwarf) Star,true,M4
Hengyang,Hengyang B,M (Red dwarf) Star,false,M8
Hengyang,Hengyang C,M (Red dwarf) Star,false,M1
Caucini,Caucini,K (Yellow-Orange) Star,true,K0
Caucini,Caucini 3,Y (Brown dwarf) Star,false,Y4
Iceni,Iceni,K (Yellow-Orange) Star,true,K9
Sleza Viron,Sleza Viron A,F (White) Star,true,F1
Sleza Viron,Sleza Viron B,M (Red dwarf) Star,false,M8
Sleza Viron,Sleza Viron C,L (Brown dwarf) Star,false,L5
Sleza Viron,Sleza Viron D,L (Brown dwarf) Star,false,L3
Ambians,Ambians,M (Red dwarf) Star,true,M4
HIP 27578,HIP 27578 A,G (White-Yellow) Star,true,G4
HIP 27578,HIP 27578 B,K (Yellow-Orange) Star,false,K7
Valteki,Valteki,M (Red dwarf) Star,true,M7
Chuencani,Chuencani,M (Red dwarf) Star,true,M0
"Q'eqchilir","Q'eqchilir",M (Red dwarf) Star,true,M7
Gamasakandi,Gamasakandi,T Tauri Star,true,TTS5
HIP 71515,HIP 71515 A,K (Yellow-Orange) Star,true,K3
HIP 71515,HIP 71515 B,M (Red dwarf) Star,false,M3
Gunwithhogg,Gunwithhogg A,T Tauri Star,true,TTS7
Gunwithhogg,Gunwithhogg B,T Tauri Star,false,TTS2
Arietis Sector YZ-Y c4,Arietis Sector YZ-Y c4 A,K (Yellow-Orange) Star,true,K2
Arietis Sector YZ-Y c4,Arietis Sector YZ-Y c4 B,K (Yellow-Orange) Star,false,K5
HIP 2881,HIP 2881 A,G (White-Yellow) Star,true,G3
HIP 2881,HIP 2881 B,K (Yellow-Orange) Star,false,K1
HIP 2881,HIP 2881 C,M (Red dwarf) Star,false,M1
HIP 2881,HIP 2881 D,K (Yellow-Orange) Star,false,K9
Linghus,Linghus,T Tauri Star,true,TTS3
Col 285 Sector RE-P c6-8,Col 285 Sector RE-P c6-8 A,G (White-Yellow) Star,true,G9
Col 285 Sector RE-P c6-8,Col 285 Sector RE-P c6-8 B,M (Red dwarf) Star,false,M1
Hyades Sector KD-S c4-16,Hyades Sector KD-S c4-16 A,G (White-Yellow) Star,true,G6
Hyades Sector KD-S c4-16,Hyades Sector KD-S c4-16 B,M (Red dwarf) Star,false,M4
Anekpenges,Anekpenges A,M (Red dwarf) Star,true,M5
