Hyelobo Di,Empire,Corporate,Agriculture,Low,34264,Hyelobo Di Purple Fortune Inc
Trifid Sector GW-W d1-220,Independent,Corporate,Refinery,Low,50000,Brewer Logistics
HIP 114328,Independent,Cooperative,Extraction,Medium,130681,Cameron's Combat Services
Vacoch,Empire,Patronage,Extraction,Medium,2442,Black Rebellion Empire Wing
Iadoitj,Independent,Communism,Extraction,Low,2129,Egovi Union
HIP 117883,Empire,Patronage,Extraction,Medium,174444,Likedeeler of Michel
Nukuru,Federation,Democracy,Terraforming,Medium,167621,Nukuru Free
Intes,Independent,Theocracy,Industrial,Low,1585373,Rang Wang Parish
Xionaz,Federation,Corporate,Refinery,Low,142350,Xionaz Purple Natural Inc
HIP 96240,Independent,Feudal,Military,Low,27827,The Dukes of Mikunn
Chen Shapa,Independent,Theocracy,Extraction,Low,4777,Amanogawa Enlight
Agatal,Federation,Democracy,High Tech,Low,12132,Dark Enterprise
Sesmu,Independent,Confederacy,High Tech,Low,13264,Stars of Duval
Yu Hai,Independent,Feudal,High Tech,Low,13604,Marquis du Ma'a
Byerus,Federation,Democracy,Military,Low,134858,The Green Clover Syndicate
Kitchitatis,Independent,Feudal,Refinery,Medium,419385,The Dukes of Mikunn
Vishnaya,Federation,Corporate,Industrial,Medium,4795254,Erion Corp.
Sikkai,Empire,Patronage,Industrial,Medium,23743215,Black Rebellion Empire Wing
Hau Yu,Empire,Dictatorship,Extraction,Low,36037,HIP 116125 First
Ek Ziyi,Independent,Anarchy,Agriculture,Anarchy,19695,Gang of Pardii
Burod,Empire,Patronage,Military,Medium,636218,Likedeeler of Michel
Nyanook,Independent,Communism,Refinery,Medium,256844,Off World Collective
Kinnara,Independent,Dictatorship,Agriculture,Low,30448,Dominion Emeritus
Grovicele,Empire,Feudal,Colony,Medium,146766,Legion LXVI
Rabakama,Federation,Democracy,Industrial,Low,1984676,Future of Vaizdiko
Chuangubu,Independent,Corporate,Industrial,Low,2846776,Pisat Electronics & Co
14 Vulpeculae,Independent,Confederacy,Industrial,Medium,6649131,Formidine Greybeard Guild
Akba Atacab,Independent,Democracy,Refinery,High,7538718,Fatal Shadows
Bhati,Independent,Democracy,Industrial,Medium,3390122,Wolf Foundation
Nandjil,Independent,Cooperative,Colony,Low,650230,Mauninovit as one
HR 5751,Independent,Cooperative,Terraforming,Low,158558,Fortunes Corsairs
Suss,Independent,Confederacy,Industrial,Medium,7465783,Formidine Greybeard Guild
Pegasi Sector JW-W c1-23,Independent,Cooperative,Refinery,Low,116032,United Systems Cooperative
Mechehooit,Independent,Theocracy,Extraction,Low,11361,The Order of Orion
Kwatis,Independent,Corporate,Extraction,Low,3394,Aces Wild Aerospace Corporation
Koirao,Independent,Corporate,Industrial,Medium,8553471,Lunar Rising Corporation
Beligamba,Independent,Corporate,Extraction,Low,9287,Palluvumbo Creative Incorporated
Miwobo Kuki,Empire,Patronage,Extraction,High,5572463,Black Rebellion Empire Wing
HIP 109144,Independent,Democracy,Industrial,Medium,3418187,Free Independent Retaliation Enterprise
Wu Guan,Empire,Feudal,Industrial,Medium,10841287,Black Knights Brigade
Nommai,Independent,Communism,Terraforming,Medium,2035511,Social Nommai People's Party
Garma,Independent,Theocracy,Extraction,Low,6287,The Order of Orion
HIP 52891,Alliance,Corporate,Terraforming,Medium,5749806,BR CORPORATION
Trany,Alliance,Corporate,Extraction,Low,7640,Sap Core Legion
Daesitiates,Independent,Cooperative,Industrial,Low,3735900,Starstone Enterprises
Antliae Sector SO-R b4-2,Independent,Corporate,Military,Low,2723322,HIP 58815 Gold Comms Corp.
Idunei,Independent,Democracy,Refinery,Medium,339469,Sidus Rising
California Sector BV-Y c7,Alliance,Theocracy,Agriculture,Medium,29245,The Allied Order of Exemplars
HIP 99271,Empire,Dictatorship,Extraction,Medium,177191,HIP 99271 Regulatory State
Kakmbutan,Independent,Confederacy,Industrial,Low,18035328,Mortis Incorporated
Pleiades Sector OI-T c3-7,Empire,Patronage,Extraction,Medium,50000,Knights of the People
HIP 108228,Federation,Corporate,Industrial,Low,1865129,HIP 108228 Natural & Co
HIP 109067,Independent,Theocracy,Terraforming,Low,4574353,Pleiades Concordat
Gerdisao,Independent,Theocracy,Extraction,Low,184202,Gerdisao Righteous Order
Sesmeruku,Independent,Corporate,Military,Medium,25681,Pisat Electronics & Co
Kalaa,Independent,Democracy,Extraction,Medium,76057,EGO-9 Initiative
Ahaykenkan,Independent,Corporate,Extraction,Low,75003,Radius Group Inc
Modimo,Independent,Dictatorship,Extraction,Low,17114,Phoenix Down
Walladals,Independent,Confederacy,Extraction,Low,2470,The Black Widow Corps
Hupanga,Independent,Anarchy,Refinery,Anarchy,215148,Hupanga Purple Gang
Shangbe,Empire,Dictatorship,Extraction,Medium,24593,Hillaunges First
HIP 102924,Independent,Cooperative,Extraction,Low,54527,Knights of the Black
Parnian,Independent,Democracy,High Tech,Low,27127,The Gathering
Domawilata,Empire,Corporate,Extraction,Low,2818,Gandillava Bridge Limited
Larda,Independent,Corporate,Industrial,Medium,4476534,SI Terraforming
Pipet,Federation,Confederacy,Industrial,Low,2241875,New Wirngir Confederation
Buzhangga,Independent,Feudal,Colony,Medium,94805,Buzhangga Nobles
Shatist,Independent,Democracy,Extraction,Low,6952,Fluke Works Union
Col 285 Sector RU-E c12-6,Independent,Corporate,Industrial,Low,32383,Anoukha Ltd
Lactora,Independent,Cooperative,Terraforming,Low,239282,Amicale des Compagnons de l'Espace
Gauluujja,Independent,Corporate,Industrial,Medium,6495496,Radius Group Inc
Verdia,Empire,Dictatorship,Military,Medium,141889,League of Verdia
HIP 3633,Independent,Cooperative,Colony,Low,524646,United Systems Cooperative
Muthia,Independent,Cooperative,Extraction,Low,32068,Edensu Coordinated
Kwarata,Independent,Theocracy,Industrial,Medium,4524346,Brotherhood of Batzin
HIP 90596,Federation,Corporate,High Tech,Medium,88362,Manite Inc
Ajabon,Independent,Communism,Industrial,Medium,950270,Revolutionary HIP 86385 Union Party
Ch'ortae,Independent,Cooperative,Extraction,Low,7929,Co-op of Ch'ortae
Guan Zana,Independent,Cooperative,Colony,Medium,200014,The Rolling Sixes
Jangbon,Independent,Feudal,Agriculture,Low,6037,The Dukes of Mikunn
Vesuvivis,Independent,Communism,Extraction,Low,1225,Egovi Union
Kokan,Independent,Cooperative,Extraction,Low,19402,Institute of Galactic Exploration and Research (IGER)
Thelingi,Independent,Corporate,Military,Low,492155,Rackwheel Industries
HIP 103438,Independent,Cooperative,Extraction,Medium,185527,Uniting HIP 103438
Dagutii,Independent,Confederacy,Colony,Low,123923,Stars of Duval
Parowah,Independent,Democracy,Extraction,Low,139363,Fatal Shadows
Bumbojas,Independent,Corporate,Extraction,Low,71380,Radius Group Inc
Indjin,Independent,Dictatorship,Extraction,Low,5157,Wolves of Jonai
Wanjiwalku,Independent,Patronage,Industrial,Medium,4146891,LGC - Cartographers's Guild
Dongasa,Federation,Corporate,Industrial,High,11613992,Retro Faction Of Voltrigones
HIP 108154,Independent,Corporate,Extraction,Low,113,Awithamu Major Group
Bragit,Empire,Patronage,Industrial,Medium,3009735,Le Legion de EX99
Khrudiyu,Federation,Corporate,Extraction,Low,19468,Manite Inc
Chelini,Independent,Confederacy,Extraction,Low,1597,Independent Defence Agency
HIP 17519,Independent,Anarchy,Extraction,Anarchy,80806,In the Black Gang
Hunharecomi,Independent,Communism,Industrial,Medium,1517716,Hunharecomi Revolutionary Party
HIP 71726,Independent,Feudal,Extraction,Low,81899,Earls of HIP 71726
Nemasty,Independent,Cooperative,Colony,Medium,110985,Amicale des Compagnons de l'Espace
Pomotho,Independent,Dictatorship,Refinery,Medium,114437,HIP 111173 Autocracy
Malgariji,Independent,Anarchy,Industrial,Anarchy,1019274,Explorers of the Anarchy
HIP 22145,Independent,Democracy,Extraction,Low,11479,First Steps Academy
Col 285 Sector KS-T d3-92,Independent,Anarchy,Refinery,Anarchy,5269,World Eaters
Col 285 Sector SW-O b21-2,Alliance,Corporate,Industrial,Low,631540,Sap Core Legion
HIP 81061,Alliance,Corporate,Refinery,Medium,20020727,Sap Core Legion
Ipilars,Independent,Cooperative,Extraction,Low,49016,Division Cassini
Yurong,Independent,Cooperative,Extraction,Low,3732,United Systems Cooperative
Saramorodia,Independent,Feudal,Refinery,Low,36409,Aurora Venatores
Binjakarex,Federation,Democracy,Agriculture,Low,9301,Movement for Cholhynici Labour
Ngola,Empire,Feudal,Industrial,Medium,2932215,Legio Italica Council
Alourok,Independent,Dictatorship,Agriculture,Low,12908,Phoenix Down
Batar,Federation,Corporate,High Tech,Low,21761,4 Sextantis Inc
Col 285 Sector KM-V d2-83,Independent,Corporate,Industrial,Low,21999,Congressus Tenebris
Col 285 Sector KM-V d2-106,Independent,Corporate,Colony,Low,7180,Congressus Tenebris
Tamici,Independent,Democracy,Extraction,Medium,85731,The Gathering
Col 285 Sector UP-E c12-23,Independent,Corporate,Extraction,Low,18099,Nahuaru Crimson Bridge Int
HIP 102807,Federation,Democracy,Refinery,Medium,156020,HIP 102807 Liberals
Kadaren,Independent,Cooperative,Military,Low,170085,Open Pilot's Initiative
Graudung,Empire,Patronage,Extraction,Medium,2403886,Imperial Dragoons
Lambur,Independent,Communism,Colony,Low,86039,Gluskas Left Party
Na Zotzil,Independent,Confederacy,Industrial,Low,14531,The L.O.S.P.
HR 5740,Alliance,Corporate,Refinery,Medium,2391118,Razorback Astronautics
Pegasi Sector CV-Y c22,Independent,Communism,Refinery,Low,807278,Guardians of Harmony
Mu Kin,Independent,Communism,Extraction,Low,3577,Guardians of Harmony
Lakshalita,Independent,Communism,Extraction,Low,5426,Guardians of Harmony
Ekoimudji,Independent,Corporate,Refinery,High,3042692,Night Wolves Corporation
HIP 104759,Independent,Cooperative,Industrial,Low,1666340,Friends of Supera
Ngalites,Empire,Corporate,Industrial,Medium,9601163,Empire Wolves
Nanka,Federation,Democracy,Colony,Low,124204,Koli Discii Democrats
HIP 46034,Federation,Corporate,Extraction,Medium,152332,Federal Galactic Systems
Col 285 Sector WO-E b13-0,Independent,Anarchy,Industrial,Anarchy,422218,Raiders of Theemetana
Wuluujjusi,Independent,Cooperative,Industrial,Low,3389182,Amicale des Compagnons de l'Espace
Baneb Xoc,Independent,Feudal,Extraction,Low,75405,Baneb Xoc Dynasty
Gakia,Federation,Confederacy,Industrial,Medium,9580495,Educated Pilots Association
Volowahku,Independent,Corporate,Extraction,Low,51443,Pilots Trade Network
Murusa,Independent,Dictatorship,Extraction,Low,33216,The Mercs of Mikunn
Lan Samba,Independent,Communism,Extraction,Medium,69462,Left Party of Mezaviates
HIP 116360,Independent,Communism,Extraction,Low,51504,Guardians of Harmony
Nukamba,Independent,Corporate,Extraction,Low,3590,Nukamba Interstellar
Garoju,Independent,Corporate,Industrial,Medium,34717730,Morpheus Mining Corp.
Ngandinique,Empire,Patronage,Extraction,Low,2471,Coffin Dodgers Inc.
Ngaun,Independent,Cooperative,Agriculture,Low,10110,Acolytes of Okami
HIP 5549,Empire,Patronage,Refinery,Medium,412353,Khongarun Empire League
Gamma-3 Octantis,Independent,Cooperative,Extraction,Medium,5571,Knights of the Black
Jamuluntsu,Federation,Democracy,Terraforming,Medium,2720229,People's Jamuluntsu Free
Oceliu Anat,Independent,Corporate,Industrial,Low,1744999,Loudping Galactic LLC
HIP 41573,Federation,Democracy,Agriculture,Medium,197234,The Proteans
Rikbakshmi,Independent,Theocracy,Industrial,High,19253692,Wild Priest Corps
Luvana,Federation,Corporate,High Tech,Low,29814,Olympus Trading Corp
Baudurotri,Empire,Patronage,Industrial,Medium,8166889,Avata Empire Group
HIP 68785,Independent,Theocracy,Colony,Low,93567,Wild Priest Corps
Wolf 425,Independent,Patronage,Terraforming,Medium,191065,Fathers Of The Void
HR 5025,Independent,Corporate,Refinery,Low,7410,HIP 65114 Services
HIP 65216,Independent,Corporate,Colony,Low,26440,Skyline Monopoly
Mulung Piri,Independent,Theocracy,Colony,Low,19815,Wild Priest Corps
Washiri,Independent,Cooperative,High Tech,Low,13793,Cameron's Combat Services
Chalbici,Independent,Dictatorship,Extraction,Medium,34885,Wolves of Jonai
Wirian,Independent,Feudal,Extraction,Low,4706,Leaders of Kumbaya
LHS 3767,Federation,Confederacy,Agriculture,Low,77202,Cavalry Command of Yuma
Dallenja,Federation,Confederacy,Extraction,Low,52479,Movement for Dallenja Confederacy
Col 285 Sector SJ-G c11-13,Independent,Democracy,Colony,Low,301720,Democrats of Promba
Henes,Independent,Theocracy,Military,Low,35078,Wild Priest Corps
Amenhotep,Independent,Cooperative,Agriculture,Medium,60476,The Emporium
Gliese 307,Independent,Feudal,Military,Low,49996,Aurora Venatores
Penadak,Independent,Communism,Extraction,Medium,73520,Union Party of Bungk
HIP 60051,Independent,Cooperative,Refinery,Low,322034,Starstone Enterprises
HIP 101153,Empire,Patronage,Terraforming,Medium,209846,HIP 101153 Empire Pact
Novgorots,Federation,Democracy,Refinery,Medium,68480,Independents of Novgorots
Gliese 647,Federation,Democracy,Industrial,Low,55626,60 Herculis Democrats
HIP 80700,Independent,Corporate,Extraction,Medium,99180,Talon Security
Mingal,Empire,Dictatorship,Terraforming,Low,135042,Constitution Party of HIP 87154
Chuuah,Independent,Democracy,Terraforming,Medium,375086,First Steps Academy
Gwyddi Di,Independent,Theocracy,Extraction,Medium,4969,Sacra Oculus
HIP 92879,Independent,Democracy,Military,Low,530365,Progressive Party of No Myoin
HR 5758,Independent,Patronage,Extraction,Low,149066,HR 5758 Independent Governance
Madjandji,Independent,Feudal,Terraforming,Low,154144,Landstrider Legion
Lang,Empire,Patronage,Military,Low,31177,Likedeeler of Michel
HIP 21459,Independent,Corporate,Colony,Medium,212760,Pilot Syndicate 4
Col 285 Sector GE-T b19-3,Federation,Confederacy,Refinery,Low,180048,Carl Sagan Legends
HIP 68547,Federation,Confederacy,Colony,Low,586112,Carl Sagan Legends
Kosche,Independent,Communism,Industrial,High,12190416,Union of Kosche
Monjadi,Independent,Communism,Refinery,High,5503516,Communist Interstellar Union
Girantxe,Independent,Corporate,Extraction,Medium,6887,Technology-Union
HIP 63831,Independent,Corporate,Extraction,Medium,42213,Delta Squadron
Si Lao,Independent,Communism,Extraction,Low,1368,Republic Party of Phrasinigus
Phrasinigus,Empire,Corporate,Terraforming,Medium,182073,Platinum Imperia Mining Ltd
Juipeduwona,Independent,Cooperative,Extraction,Low,14310,Fortunes Corsairs
HIP 71122,Independent,Patronage,Terraforming,Medium,4911839,HIP 71122 Pro-Independent Pact
Hydrae Sector CL-Y d97,Independent,Corporate,Refinery,Low,10857,Dedalo Corp. Interstellar
Hmontabozho,Federation,Corporate,Extraction,Low,64109,Hmontabozho Jet Creative Prtnrs
HIP 66530,Federation,Corporate,Refinery,Low,87159,Blue Universal Partners
Wader,Independent,Corporate,Extraction,Medium,253167,Wader Corp.
Ulicunabopa,Independent,Corporate,Industrial,Low,2956056,Pilots Trade Network
Arabakuala,Independent,Prison colony,Industrial,Low,1840643,Arabakuala Prison Colony
Zacha,Empire,Patronage,Military,Low,35464,Turkish Explorers Academy
Gaezani,Empire,Patronage,High Tech,Low,15079,The Void Walkers
Tehuencho,Independent,Corporate,Terraforming,Medium,217372,Exclusive Mega Universal
Lei Heile,Independent,Feudal,Terraforming,Medium,261855,Lords of the Old Dominion
Abazahua,Independent,Democracy,Extraction,Low,136609,Portuguese Royal Navy
Arietis Sector LX-U c2-12,Independent,Corporate,Refinery,Low,210655,Cortex Interstellar Group
Backluitaji,Independent,Corporate,Industrial,Medium,7060020,Radius Group Inc
Bylli,Empire,Patronage,Extraction,Low,8129,Bylli Empire Consulate
Nanawi,Empire,Patronage,Refinery,Medium,96330,Nanawi Imperial Society
HIP 112580,Independent,Democracy,Industrial,Medium,5935940,Channel Zero
Boloine,Independent,Cooperative,Extraction,Medium,88401,Co-operative of Boloine
Mimisina,Empire,Patronage,Industrial,Medium,10563707,Mimisina Patrons of Law
Tawilya,Independent,Corporate,Agriculture,Low,88994,DaVinci Corp.
Kunah,Independent,Cooperative,Extraction,Low,12263,Celestial Light Brigade
HIP 28573,Independent,Theocracy,Refinery,Medium,285302,Sacra Oculus
Col 285 Sector YJ-E b13-2,Independent,Corporate,Refinery,Low,273505,Lunar Rising Corporation
Col 285 Sector WP-O d6-101,Independent,Communism,Extraction,Low,5851,Worker's Party of HIP 82835
HIP 106615,Independent,Cooperative,Extraction,Low,14540,Dhakua Collective
Luphinn,Independent,Prison colony,Military,Low,68089,Devil's Kitchen
HIP 66547,Independent,Cooperative,Extraction,Low,27297,Orion Republic
Ba Babal,Federation,Confederacy,Industrial,Medium,8117190,Alliance of Mechagii
Teuricas,Empire,Patronage,Refinery,Medium,168169,Turkish Galactic Empire
Arthaiyati,Federation,Confederacy,Industrial,Medium,5492638,Confederacy of Diviriks
HIP 102081,Federation,Democracy,Agriculture,Low,53406,Kunga for Equality
Didawar,Empire,Dictatorship,Extraction,Medium,164955,Traditional Gangga Conservatives
Umastae,Independent,Corporate,Industrial,Medium,10976200,Congressus Tenebris
Varchi,Independent,Feudal,Extraction,Medium,34192,Earls of Varchi
HIP 102655,Independent,Feudal,Refinery,Low,82478,Lords of Mirdhr
Kareldt,Independent,Feudal,Industrial,Medium,3203749,Lords of Mirdhr
Kaiablingah,Independent,Cooperative,Refinery,Low,22979,Kaiablingah Shared
Capricorni Sector HR-W c1-21,Independent,Patronage,Extraction,Low,89856,Garuda Ved
Skokomish,Independent,Corporate,Military,Medium,83203,DaVinci Corp.
Synuefe BT-F d12-106,Independent,Theocracy,Extraction,Low,1240,Sacra Oculus
Herce,Independent,Cooperative,Military,Medium,253464,Celestial Light Brigade
Jinganago,Empire,Feudal,Industrial,Medium,1554166,Imperial Hegemony of Palaiologos
Bibriges,Empire,Corporate,Refinery,Low,203396,Platinum Imperia Mining Ltd
HIP 67205,Federation,Corporate,Agriculture,Low,59990,Retro Faction Of Voltrigones
Devata Baru,Independent,Confederacy,Industrial,Low,7279003,Confederacy of Devata Baru
Svitra,Independent,Communism,Military,Medium,117996,Union Party of Bungk
HIP 47919,Independent,Corporate,Extraction,Low,194236,HIP 47919 Bridge Ltd
HIP 50681,Independent,Corporate,Colony,Low,4160,Pens Power Inc
Rynchines,Independent,Corporate,Colony,Low,32835,Veles Company
Ao Kicho,Independent,Dictatorship,Refinery,Medium,172554,Dirty Brothers Syndicate
Equaesta,Independent,Cooperative,Agriculture,Low,12099,Intergalactic Hitchhiker's Coalition
Mong Po,Independent,Corporate,Colony,Medium,93918,Mong Po Major Company
HIP 5253,Independent,Communism,Military,Medium,313254,29 Ceti Unionists
Kansei,Alliance,Corporate,Extraction,Low,32783,Razorback Astronautics
Col 285 Sector HZ-K b23-3,Independent,Communism,Refinery,Low,173263,Cashibo People's Party
HIP 76543,Independent,Dictatorship,Terraforming,Medium,113816111,Nationalists of HIP 76543
Krivi,Federation,Confederacy,Industrial,Medium,5066181,People's Krivi Coalition
HIP 50084,Federation,Democracy,Terraforming,Medium,148360,Abyssal Legion
Jemehuenges,Independent,Corporate,Industrial,Low,4264859,MEGALOOT Interstellar Corp.
Theemetana,Independent,Democracy,Agriculture,Low,27796,Knights of Epsilon
Njambula,Independent,Corporate,Industrial,Medium,6776767,Congressus Tenebris
Hatmehit,Independent,Cooperative,Industrial,Medium,19271666,Cailli Co-operative
HIP 70714,Independent,Corporate,Military,Low,32559,Dedalo Corp. Interstellar
Feng Du,Independent,Cooperative,Extraction,Low,10418,The Emporium
HR 4721,Independent,Cooperative,Colony,Low,502178,Starstone Enterprises
LTT 3712,Federation,Corporate,Extraction,Low,25681,Olympus Trading Corp
Addovii,Independent,Cooperative,Industrial,Medium,7406538,Distant Veterans
HIP 46298,Independent,Democracy,Industrial,Low,4529416,Galactic Research Investigation Division
Latucano,Alliance,Corporate,Industrial,High,10924098,Sap Core Legion
Larri,Alliance,Corporate,Industrial,Low,3900433,Sap Core Legion
Tricasses,Empire,Dictatorship,Industrial,Medium,13622207,The Imperial Inquisition
Diticush,Empire,Patronage,Industrial,Low,4020637,United Imperial Loyalists
Agastja,Independent,Confederacy,Industrial,Low,2581685,Independent Defence Agency
Katuci,Independent,Corporate,Industrial,Low,4020749,Night Wolves Corporation
Bafook,Empire,Corporate,Terraforming,Medium,279877,Aethereal Corporation
Col 285 Sector ZK-O d6-137,Independent,Theocracy,Colony,Low,1684,Keepers of the Outer Gates
HIP 73244,Empire,Corporate,Industrial,High,35290305,Platinum Imperia Mining Ltd
Prua Phoe MI-B b17-5,Independent,Corporate,Refinery,Low,125377,Brewer Logistics
Harich,Federation,Corporate,Extraction,Low,62666,HIP 74466 Purple Vision & Co
Col 285 Sector QJ-P c6-15,Independent,Dictatorship,Refinery,Low,82449,Justice Party of Sevelitchit
Selkabere,Empire,Corporate,Extraction,Medium,4707192,Platinum Imperia Mining Ltd
Shakapa,Empire,Dictatorship,Industrial,Medium,7003417,IMPERIAL HONOR CORPS
Lenty,Federation,Corporate,Refinery,Medium,65567,Lenty Ltd
Bankoni,Independent,Communism,Extraction,Low,27499,Communist Interstellar Union
Orejon,Independent,Democracy,Industrial,Low,904626,Orejon Independents
Jakab,Independent,Corporate,Extraction,Medium,51927,Bastogne Private Security Firm
Wanano,Empire,Patronage,High Tech,Low,14905,The Void Walkers
Akba Achih,Empire,Patronage,Industrial,Low,15884,Nagi Empire Pact
HIP 112368,Independent,Communism,Refinery,Low,182469,Guardians of Harmony
Turmo,Independent,Dictatorship,Refinery,Medium,183005,The Mercs of Mikunn
HIP 110512,Independent,Patronage,Terraforming,Low,189650,HIP 110512 Pro-Independent Pact
Col 285 Sector BG-O d6-129,Empire,Dictatorship,Extraction,Low,281692,Arche Corporation
Pereng Asli,Empire,Corporate,Military,Medium,149900,Pereng Asli General Ltd
HIP 20792,Empire,Corporate,Industrial,Medium,4621111,LOST Industrial Technologies
Pegasi Sector VJ-Q b5-1,Independent,Democracy,Colony,Low,476400,Channel Zero
Gunwin,Empire,Patronage,Industrial,Medium,5228258,Turkish Galactic Empire
Bald,Independent,Communism,Industrial,Low,1397402,Union Party of Bungk
Kitja,Independent,Democracy,Extraction,Low,24890,Wolf Foundation
Telebo,Independent,Corporate,Refinery,Medium,80028,Congressus Tenebris
Buan Kuan,Alliance,Dictatorship,Refinery,Low,102645,Systems Alliance Sentinels
Ngalyod,Independent,Corporate,Industrial,High,8904802,Night Wolves Corporation
Zhu Ji,Independent,Democracy,Industrial,Low,3042823,Channel Zero
HIP 112240,Independent,Democracy,Colony,Low,1789,Channel Zero
HIP 112521,Independent,Democracy,Colony,Low,5303,Channel Zero
HIP 112932,Independent,Democracy,Extraction,Low,44636,Channel Zero
Col 285 Sector VM-N b22-0,Independent,Communism,Extraction,Low,5130,HR 5758 Revolutionary Party
Xi Aquarii,Independent,Feudal,Extraction,Low,7140,Lords of Mirdhr
HIP 115501,Empire,Patronage,Industrial,Medium,10593052,Black Rebellion Empire Wing
Pipera,Alliance,Cooperative,Military,Medium,200724,Alliance Rapid-reaction Corps
Peramongan,Independent,Corporate,Industrial,Low,1295530,Phobyn Corporation
Gogonir,Independent,Corporate,Extraction,Low,1397,Upaniklis Vision Incorporated
Trimairusa,Independent,Corporate,Colony,Low,21815,Jabunnut Legal Inc
Valder,Federation,Democracy,Refinery,Medium,107670,Parovii Democrats
HIP 23185,Empire,Patronage,Industrial,Medium,9479908,HIP 23185 Patron's Principles
HIP 101904,Empire,Dictatorship,Industrial,Medium,4152869,Imperial Corsairs
Col 285 Sector LT-H c10-5,Independent,Corporate,Colony,Low,3677,Heria Pared Silver Comms Serv
Balardh,Independent,Communism,Extraction,Low,21851,Tsui Citizen Party
Col 285 Sector QQ-R b19-1,Independent,Confederacy,Refinery,Low,1317158,Formidine Greybeard Guild
Gliese 668.1,Independent,Communism,Terraforming,Low,163801,Gliese 668.1 Union Party
Pegasi Sector KJ-E a13-0,Federation,Democracy,Refinery,Low,249448,People's Madjandji Resistance
Iksvaku,Federation,Confederacy,Refinery,Low,100628,Partnership of Jura Laima
HIP 50155,Federation,Confederacy,Extraction,Low,33018,Confederation of HIP 50155
Asantani,Independent,Dictatorship,Refinery,Medium,103286,Kaleni Order
HIP 6422,Independent,Dictatorship,Terraforming,Medium,265863,Kaleni Order
HIP 10570,Empire,Dictatorship,Terraforming,Medium,235808,HIP 10570 Constitution Party
Anjana,Independent,Cooperative,Refinery,Medium,57358,Anjana Shared
Lowahukula,Empire,Patronage,Refinery,Medium,86212,HR 6565 Triad
Mariyota,Empire,Patronage,Terraforming,Medium,198653,Mariyota Imperial Society
Flaming Star Sector LX-T b3-0,Independent,Dictatorship,Military,Medium,10430,Flaming Star Logistics Operations
Narbago,Independent,Democracy,Refinery,Medium,277976,Fatal Shadows
Xavane,Independent,Democracy,Extraction,Low,8602,Fatal Shadows
HIP 106288,Independent,Feudal,High Tech,Low,41682,The Kuun-Lan
Eta Sagittarii,Independent,Communism,Industrial,Medium,33768663,Communist Interstellar Union
Maricoco,Independent,Anarchy,Refinery,Anarchy,6837,Maricoco Crimson Mob
Anotand,Federation,Corporate,Extraction,Low,51030,HIP 102016 Purple Legal Holdings
Koeng Pora,Empire,Corporate,Refinery,Low,197858,Empire Technology and Trade Institute
Waila,Empire,Corporate,Extraction,Low,28340,HIP 5764 Organisation
Liu Hut,Independent,Feudal,Extraction,Medium,96920,Ancient Legio
Salan,Independent,Democracy,Industrial,Medium,16637047,Benelux Commanders
HIP 101893,Independent,Confederacy,Refinery,Low,15735,Eldritch Eye Trading Company
Aramu,Independent,Confederacy,Refinery,Low,65231,Nukunda Coalition
HR 5128,Independent,Corporate,Terraforming,Medium,146818,HR 5128 Inc
Narbacoch,Independent,Cooperative,Military,Medium,143428,Fortunes Corsairs
HIP 70525,Independent,Corporate,Colony,Low,164160,Dedalo Corp. Interstellar
Czerno,Independent,Corporate,Refinery,Low,132302,Congressus Tenebris
2 Hydrae,Independent,Corporate,Colony,Low,346275,Congressus Tenebris
Mikuylka,Federation,Democracy,High Tech,Low,24458,The Proteans
HIP 92900,Independent,Communism,Refinery,Low,381454,Workers of Manite Labour Union
HIP 103895,Independent,Cooperative,Extraction,Low,6118,Phoenix Flight Explorers Commune
Pa Puggsa,Independent,Patronage,Terraforming,Low,149322,Pa Puggsa Independent Governance
Soul Sector EL-Y d7,Independent,Corporate,Extraction,Low,12034,Soul Nebula Mining Partners
Parthini,Independent,Corporate,Industrial,Medium,10691434,Congressus Tenebris
Baiamara,Federation,Confederacy,Agriculture,Low,69342,Revolutionary Baiamara Coalition
HIP 96289,Empire,Corporate,Extraction,Low,105618,HIP 96289 Blue Major Inc
Nu Gong,Independent,Communism,Agriculture,Low,26540,Egovi Union
Pegasi Sector QJ-P b6-6,Federation,Corporate,Colony,Low,587336,HIP 102016 Purple Legal Holdings
Hinepon,Independent,Cooperative,High Tech,Low,34496,Misfit's of Science and Research
HIP 112462,Independent,Cooperative,Industrial,Medium,8621862,The Emporium
Umair,Independent,Confederacy,Colony,Low,42504,Black Shadows
Harpai,Alliance,Corporate,Military,Medium,189608,Andromeda Corporation
Konsaxa,Independent,Corporate,Industrial,Medium,8858797,Bastogne Private Security Firm
Tricates,Federation,Corporate,High Tech,Low,37626,ARAX Arms Inc.
Apsarillici,Independent,Corporate,Industrial,High,9941674,Radius Group Inc
Sokat,Empire,Patronage,Extraction,Medium,276869,The Void Walkers
HIP 68602,Independent,Corporate,Extraction,Low,47504,Tabajara Crimson Netcoms Network
Koyang,Independent,Communism,Refinery,Low,35662,New Bratauolung Republic Party
HIP 102923,Federation,Democracy,Refinery,Medium,387951,Labour of HIP 103913
Hreip,Independent,Cooperative,Industrial,Low,1674936,Co-operative of Ti Wanga
Ross 495,Independent,Cooperative,Extraction,Low,125585,Institute of Galactic Exploration and Research (IGER)
